X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key
,,596,Unknown,Spain,2020/09/05 09:28:32+00,,,0,0,0,0,,,"Unknown, Spain"
80.771797,7.873054,597,,Sri Lanka,2020/09/05 09:28:32+00,7.873054,80.771797,3115,2918,12,185,,,Sri Lanka
30.2176,12.8628,598,,Sudan,2020/09/05 09:28:32+00,12.8628,30.2176,13189,6612,823,5754,,,Sudan
-56.0278,3.9193,599,,Suriname,2020/09/05 09:28:32+00,3.9193,-56.0278,4252,3366,75,811,,,Suriname
15.018,56.2784,600,Blekinge,Sweden,2020/09/05 09:28:32+00,56.2784,15.018,610,0,16,594,,,"Blekinge, Sweden"
14.6664,61.0917,601,Dalarna,Sweden,2020/09/05 09:28:32+00,61.0917,14.6664,2190,0,174,2016,,,"Dalarna, Sweden"
16.1534,61.3012,602,Gavleborg,Sweden,2020/09/05 09:28:32+00,61.3012,16.1534,3218,0,163,3055,,,"Gavleborg, Sweden"
18.4867,57.4684,603,Gotland,Sweden,2020/09/05 09:28:32+00,57.4684,18.4867,318,0,6,312,,,"Gotland, Sweden"
12.8034,56.8967,604,Halland,Sweden,2020/09/05 09:28:32+00,56.8967,12.8034,2216,0,81,2135,,,"Halland, Sweden"
14.9592,63.1712,605,Jamtland Harjedalen,Sweden,2020/09/05 09:28:32+00,63.1712,14.9592,1205,0,64,1141,,,"Jamtland Harjedalen, Sweden"
14.3439,57.3708,606,Jonkoping,Sweden,2020/09/05 09:28:32+00,57.3708,14.3439,4978,0,181,4797,,,"Jonkoping, Sweden"
16.1849,57.235,607,Kalmar,Sweden,2020/09/05 09:28:32+00,57.235,16.1849,890,0,64,826,,,"Kalmar, Sweden"
14.4115,56.7183,608,Kronoberg,Sweden,2020/09/05 09:28:32+00,56.7183,14.4115,1423,0,109,1314,,,"Kronoberg, Sweden"
20.3992,66.8309,609,Norrbotten,Sweden,2020/09/05 09:28:32+00,66.8309,20.3992,1668,0,88,1580,,,"Norrbotten, Sweden"
15.0066,59.535,610,Orebro,Sweden,2020/09/05 09:28:32+00,59.535,15.0066,2710,0,171,2539,,,"Orebro, Sweden"
15.5198,58.3454,611,Ostergotland,Sweden,2020/09/05 09:28:32+00,58.3454,15.5198,3828,0,275,3553,,,"Ostergotland, Sweden"
13.5958,55.9903,612,Skane,Sweden,2020/09/05 09:28:32+00,55.9903,13.5958,4887,0,273,4614,,,"Skane, Sweden"
16.7519,59.0336,613,Sormland,Sweden,2020/09/05 09:28:32+00,59.0336,16.7519,2430,0,253,2177,,,"Sormland, Sweden"
18.1384,59.6025,614,Stockholm,Sweden,2020/09/05 09:28:32+00,59.6025,18.1384,23089,0,2398,20691,,,"Stockholm, Sweden"
17.2715,60.0092,615,Uppsala,Sweden,2020/09/05 09:28:32+00,60.0092,17.2715,3798,0,242,3556,,,"Uppsala, Sweden"
13.2354,59.7294,616,Varmland,Sweden,2020/09/05 09:28:32+00,59.7294,13.2354,1189,0,73,1116,,,"Varmland, Sweden"
16.5162,65.3337,617,Vasterbotten,Sweden,2020/09/05 09:28:32+00,65.3337,16.5162,865,0,31,834,,,"Vasterbotten, Sweden"
17.7292,63.4276,618,Vasternorrland,Sweden,2020/09/05 09:28:32+00,63.4276,17.7292,1856,0,135,1721,,,"Vasternorrland, Sweden"
16.2159,59.6714,619,Vastmanland,Sweden,2020/09/05 09:28:32+00,59.6714,16.2159,2757,0,183,2574,,,"Vastmanland, Sweden"
13.0596,58.2528,620,Vastra Gotaland,Sweden,2020/09/05 09:28:32+00,58.2528,13.0596,18860,0,855,18005,,,"Vastra Gotaland, Sweden"
8.2275,46.8182,621,,Switzerland,2020/09/05 09:28:32+00,46.8182,8.2275,43532,36500,2013,5019,,,Switzerland
38.996815,34.802075,622,,Syria,2020/09/05 09:28:32+00,34.802075,38.996815,3041,698,127,2216,,,Syria
121.0,23.7,623,,Taiwan*,2020/09/05 09:28:32+00,23.7,121,492,471,7,14,,,Taiwan*
71.2761,38.861,624,,Tajikistan,2020/09/05 09:28:32+00,38.861,71.2761,8724,7515,69,1140,,,Tajikistan
34.888822,-6.369028,625,,Tanzania,2020/09/05 09:28:32+00,-6.369028,34.888822,509,183,21,305,,,Tanzania
100.992541,15.870032,626,,Thailand,2020/09/05 09:28:32+00,15.870032,100.992541,3438,3279,58,101,,,Thailand
125.727539,-8.874217,627,,Timor-Leste,2020/09/05 09:28:32+00,-8.874217,125.727539,27,25,0,2,,,Timor-Leste
0.8248,8.6195,628,,Togo,2020/09/05 09:28:32+00,8.6195,0.8248,1457,1079,31,347,,,Togo
-61.2225,10.6918,629,,Trinidad and Tobago,2020/09/05 09:28:32+00,10.6918,-61.2225,2040,707,31,1302,,,Trinidad and Tobago
9.537499,33.886917,630,,Tunisia,2020/09/05 09:28:32+00,33.886917,9.537499,4542,1699,87,2756,,,Tunisia
35.2433,38.9637,631,,Turkey,2020/09/05 09:28:32+00,38.9637,35.2433,276555,249108,6564,20883,,,Turkey
32.290275,1.373333,632,,Uganda,2020/09/05 09:28:32+00,1.373333,32.290275,3353,1564,35,1754,,,Uganda
32.0598,49.4444,633,Cherkasy Oblast,Ukraine,2020/09/05 09:28:32+00,49.4444,32.0598,1849,1032,41,776,,,"Cherkasy Oblast, Ukraine"
31.2893,51.4982,634,Chernihiv Oblast,Ukraine,2020/09/05 09:28:32+00,51.4982,31.2893,2230,607,27,1596,,,"Chernihiv Oblast, Ukraine"
25.9352,48.2917,635,Chernivtsi Oblast,Ukraine,2020/09/05 09:28:32+00,48.2917,25.9352,10958,6546,295,4117,,,"Chernivtsi Oblast, Ukraine"
34.2008,45.2835,636,Crimea Republic*,Ukraine,2020/09/05 09:28:32+00,45.2835,34.2008,2625,1821,33,771,,,"Crimea Republic*, Ukraine"
35.0462,48.4647,637,Dnipropetrovsk Oblast,Ukraine,2020/09/05 09:28:32+00,48.4647,35.0462,2625,1242,57,1326,,,"Dnipropetrovsk Oblast, Ukraine"
37.8028,48.0159,638,Donetsk Oblast,Ukraine,2020/09/05 09:28:32+00,48.0159,37.8028,1591,916,24,651,,,"Donetsk Oblast, Ukraine"
24.7111,48.9226,639,Ivano-Frankivsk Oblast,Ukraine,2020/09/05 09:28:32+00,48.9226,24.7111,10011,3904,235,5872,,,"Ivano-Frankivsk Oblast, Ukraine"
36.2304,49.9935,640,Kharkiv Oblast,Ukraine,2020/09/05 09:28:32+00,49.9935,36.2304,10692,3302,225,7165,,,"Kharkiv Oblast, Ukraine"
32.6169,46.6354,641,Kherson Oblast,Ukraine,2020/09/05 09:28:32+00,46.6354,32.6169,464,299,13,152,,,"Kherson Oblast, Ukraine"
26.9871,49.423,642,Khmelnytskyi Oblast,Ukraine,2020/09/05 09:28:32+00,49.423,26.9871,2979,1479,52,1448,,,"Khmelnytskyi Oblast, Ukraine"
30.5234,50.4501,643,Kiev,Ukraine,2020/09/05 09:28:32+00,50.4501,30.5234,14792,4713,234,9845,,,"Kiev, Ukraine"
30.7667,50.053,644,Kiev Oblast,Ukraine,2020/09/05 09:28:32+00,50.053,30.7667,6105,4019,114,1972,,,"Kiev Oblast, Ukraine"
32.2623,48.5079,645,Kirovohrad Oblast,Ukraine,2020/09/05 09:28:32+00,48.5079,32.2623,846,711,47,88,,,"Kirovohrad Oblast, Ukraine"
39.3078,48.574,646,Luhansk Oblast,Ukraine,2020/09/05 09:28:32+00,48.574,39.3078,415,224,3,188,,,"Luhansk Oblast, Ukraine"
24.0297,49.8397,647,Lviv Oblast,Ukraine,2020/09/05 09:28:32+00,49.8397,24.0297,15507,4731,440,10336,,,"Lviv Oblast, Ukraine"
31.9946,46.975,648,Mykolaiv Oblast,Ukraine,2020/09/05 09:28:32+00,46.975,31.9946,1504,616,36,852,,,"Mykolaiv Oblast, Ukraine"
30.7326,46.4846,649,Odessa Oblast,Ukraine,2020/09/05 09:28:32+00,46.4846,30.7326,8260,2025,122,6113,,,"Odessa Oblast, Ukraine"
34.5514,49.5883,650,Poltava Oblast,Ukraine,2020/09/05 09:28:32+00,49.5883,34.5514,916,562,22,332,,,"Poltava Oblast, Ukraine"
26.2516,50.6199,651,Rivne Oblast,Ukraine,2020/09/05 09:28:32+00,50.6199,26.2516,9634,7007,135,2492,,,"Rivne Oblast, Ukraine"
33.522,44.6054,652,Sevastopol*,Ukraine,2020/09/05 09:28:32+00,44.6054,33.522,554,421,19,114,,,"Sevastopol*, Ukraine"
34.7981,50.9077,653,Sumy Oblast,Ukraine,2020/09/05 09:28:32+00,50.9077,34.7981,1769,803,29,937,,,"Sumy Oblast, Ukraine"
25.5948,49.5535,654,Ternopil Oblast,Ukraine,2020/09/05 09:28:32+00,49.5535,25.5948,7067,3340,82,3645,,,"Ternopil Oblast, Ukraine"
28.4682,49.2331,655,Vinnytsia Oblast,Ukraine,2020/09/05 09:28:32+00,49.2331,28.4682,4324,2982,87,1255,,,"Vinnytsia Oblast, Ukraine"
25.3254,50.7472,656,Volyn Oblast,Ukraine,2020/09/05 09:28:32+00,50.7472,25.3254,5791,4110,127,1554,,,"Volyn Oblast, Ukraine"
22.2879,48.6208,657,Zakarpattia Oblast,Ukraine,2020/09/05 09:28:32+00,48.6208,22.2879,7988,3489,269,4230,,,"Zakarpattia Oblast, Ukraine"
35.1396,47.8388,658,Zaporizhia Oblast,Ukraine,2020/09/05 09:28:32+00,47.8388,35.1396,1848,992,25,831,,,"Zaporizhia Oblast, Ukraine"
28.6587,50.2547,659,Zhytomyr Oblast,Ukraine,2020/09/05 09:28:32+00,50.2547,28.6587,3622,1998,70,1554,,,"Zhytomyr Oblast, Ukraine"
53.847818,23.424076,660,,United Arab Emirates,2020/09/05 09:28:32+00,23.424076,53.847818,72766,63158,387,9221,,,United Arab Emirates
-63.0686,18.2206,661,Anguilla,United Kingdom,2020/09/05 09:28:32+00,18.2206,-63.0686,3,3,0,0,,,"Anguilla, United Kingdom"
-64.7505,32.3078,662,Bermuda,United Kingdom,2020/09/05 09:28:32+00,32.3078,-64.7505,175,158,9,8,,,"Bermuda, United Kingdom"
-64.64,18.4207,663,British Virgin Islands,United Kingdom,2020/09/05 09:28:32+00,18.4207,-64.64,63,10,1,52,,,"British Virgin Islands, United Kingdom"
-81.2546,19.3133,664,Cayman Islands,United Kingdom,2020/09/05 09:28:32+00,19.3133,-81.2546,205,204,1,0,,,"Cayman Islands, United Kingdom"
-2.3644,49.3723,665,Channel Islands,United Kingdom,2020/09/05 09:28:32+00,49.3723,-2.3644,631,575,48,8,,,"Channel Islands, United Kingdom"
-1.1743,52.3555,666,England,United Kingdom,2020/09/05 09:28:32+00,52.3555,-1.1743,295594,0,36881,258713,,,"England, United Kingdom"
-59.5236,-51.7963,667,Falkland Islands (Malvinas),United Kingdom,2020/09/05 09:28:32+00,-51.7963,-59.5236,13,13,0,0,,,"Falkland Islands (Malvinas), United Kingdom"
-5.3536,36.1408,668,Gibraltar,United Kingdom,2020/09/05 09:28:32+00,36.1408,-5.3536,305,248,0,57,,,"Gibraltar, United Kingdom"
-4.5481,54.2361,669,Isle of Man,United Kingdom,2020/09/05 09:28:32+00,54.2361,-4.5481,336,312,24,0,,,"Isle of Man, United Kingdom"
-62.187366,16.742498,670,Montserrat,United Kingdom,2020/09/05 09:28:32+00,16.742498,-62.187366,13,12,1,0,,,"Montserrat, United Kingdom"
-6.4923,54.7877,671,Northern Ireland,United Kingdom,2020/09/05 09:28:32+00,54.7877,-6.4923,7503,0,564,6939,,,"Northern Ireland, United Kingdom"
-4.2026,56.4907,672,Scotland,United Kingdom,2020/09/05 09:28:32+00,56.4907,-4.2026,21048,0,2496,18552,,,"Scotland, United Kingdom"
-71.7979,21.694,673,Turks and Caicos Islands,United Kingdom,2020/09/05 09:28:32+00,21.694,-71.7979,591,221,5,365,,,"Turks and Caicos Islands, United Kingdom"
,,674,Unknown,United Kingdom,2020/09/05 09:28:32+00,,,0,0,0,0,,,"Unknown, United Kingdom"
-3.7837,52.1307,675,Wales,United Kingdom,2020/09/05 09:28:32+00,52.1307,-3.7837,18206,0,1596,16610,,,"Wales, United Kingdom"
-55.7658,-32.5228,676,,Uruguay,2020/09/05 09:28:32+00,-32.5228,-55.7658,1653,1446,45,162,,,Uruguay
64.585262,41.377491,677,,Uzbekistan,2020/09/05 09:28:32+00,41.377491,64.585262,42998,40392,338,2268,,,Uzbekistan
-66.5897,6.4238,678,,Venezuela,2020/09/05 09:28:32+00,6.4238,-66.5897,50973,41249,412,9312,,,Venezuela
108.277199,14.058324,679,,Vietnam,2020/09/05 09:28:32+00,14.058324,108.277199,1049,786,35,228,,,Vietnam
35.2332,31.9522,680,,West Bank and Gaza,2020/09/05 09:28:32+00,31.9522,35.2332,25142,16437,170,8535,,,West Bank and Gaza
-12.8858,24.2155,681,,Western Sahara,2020/09/05 09:28:32+00,24.2155,-12.8858,10,8,1,1,,,Western Sahara
48.516388,15.552727,682,,Yemen,2020/09/05 09:28:32+00,15.552727,48.516388,1983,1194,572,217,,,Yemen
27.849332,-13.133897,683,,Zambia,2020/09/05 09:28:32+00,-13.133897,27.849332,12639,11572,292,775,,,Zambia
29.154857,-19.015438,684,,Zimbabwe,2020/09/05 09:28:32+00,-19.015438,29.154857,6837,5345,206,1286,,,Zimbabwe
-89.678696,32.741646,685,Mississippi,US,2020/09/05 09:28:32+00,32.741646,-89.678696,85939,0,2558,83381,,28,"Mississippi, US"
-122.665479,37.64894,686,Grand Princess,US,2020/08/04 02:27:56+00,37.64894,-122.665479,103,0,3,100,,,"Grand Princess, US"
-96.928917,35.565342,687,Oklahoma,US,2020/09/05 09:28:32+00,35.565342,-96.928917,62040,0,846,61194,,40,"Oklahoma, US"
-75.507141,39.318523,688,Delaware,US,2020/09/05 09:28:32+00,39.318523,-75.507141,17752,0,606,17146,,10,"Delaware, US"
-93.900192,45.694454,689,Minnesota,US,2020/09/05 09:28:32+00,45.694454,-93.900192,78966,0,1899,77067,,27,"Minnesota, US"
-88.986137,40.349457,690,Illinois,US,2020/09/05 09:28:32+00,40.349457,-88.986137,247298,0,8362,238936,,17,"Illinois, US"
-92.373123,34.969704,691,Arkansas,US,2020/09/05 09:28:32+00,34.969704,-92.373123,64175,0,873,63302,,05,"Arkansas, US"
-106.248482,34.840515,692,New Mexico,US,2020/09/05 09:28:32+00,34.840515,-106.248482,25902,0,794,25108,,35,"New Mexico, US"
-86.258278,39.849426,693,Indiana,US,2020/09/05 09:28:32+00,39.849426,-86.258278,97884,0,3350,94534,,18,"Indiana, US"
-91.867805,31.169546,694,Louisiana,US,2020/09/05 09:28:32+00,31.169546,-91.867805,151473,0,5035,146438,,22,"Louisiana, US"
-97.563461,31.054487,695,Texas,US,2020/09/05 09:28:32+00,31.054487,-97.563461,651350,0,13426,637924,,48,"Texas, US"
-89.616508,44.268543,696,Wisconsin,US,2020/09/05 09:28:32+00,44.268543,-89.616508,79354,0,1153,78201,,55,"Wisconsin, US"
-96.726486,38.5266,697,Kansas,US,2020/09/05 09:28:32+00,38.5266,-96.726486,45365,0,478,44887,,20,"Kansas, US"
0.0,0.0,698,Recovered,US,2020/09/05 09:28:32+00,0,0,0,2283454,0,-2283454,,,"Recovered, US"
-170.132,-14.271,699,American Samoa,US,1970/01/01 00:00:00+00,-14.271,-170.132,0,0,0,0,,,"American Samoa, US"
-72.755371,41.597782,700,Connecticut,US,2020/09/05 09:28:32+00,41.597782,-72.755371,53365,0,4468,48897,,09,"Connecticut, US"
-64.8963,18.3358,701,Virgin Islands,US,2020/09/05 09:28:32+00,18.3358,-64.8963,1167,0,16,1151,,,"Virgin Islands, US"
-119.681564,36.116203,702,California,US,2020/09/05 09:28:32+00,36.116203,-119.681564,731831,0,13648,718183,,06,"California, US"
-66.5901,18.2208,703,Puerto Rico,US,2020/09/05 09:28:32+00,18.2208,-66.5901,34241,0,455,33786,,72,"Puerto Rico, US"
-83.643074,33.040619,704,Georgia,US,2020/09/05 09:28:32+00,33.040619,-83.643074,279354,0,5931,273423,,13,"Georgia, US"
-99.784012,47.528912,705,North Dakota,US,2020/09/05 09:28:32+00,47.528912,-99.784012,13309,0,153,13179,,38,"North Dakota, US"
-77.209755,40.590752,706,Pennsylvania,US,2020/09/05 09:28:32+00,40.590752,-77.209755,142495,0,7735,134760,,42,"Pennsylvania, US"
-80.954453,38.491226,707,West Virginia,US,2020/09/05 09:28:32+00,38.491226,-80.954453,11042,0,245,10797,,54,"West Virginia, US"
-152.404419,61.370716,708,Alaska,US,2020/09/05 09:28:32+00,61.370716,-152.404419,5584,0,40,5544,,02,"Alaska, US"
-86.692345,35.747845,709,Tennessee,US,2020/09/05 09:28:32+00,35.747845,-86.692345,160597,0,1837,158760,,47,"Tennessee, US"
-64.933,18.35,710,United States Virgin Islands,US,1970/01/01 00:00:00+00,18.35,-64.933,0,0,0,0,,,"United States Virgin Islands, US"
-92.288368,38.456085,711,Missouri,US,2020/09/05 09:28:32+00,38.456085,-92.288368,91228,0,1607,89621,,29,"Missouri, US"
-99.438828,44.299782,712,South Dakota,US,2020/09/05 09:28:32+00,44.299782,-99.438828,14596,0,170,14426,,46,"South Dakota, US"
-105.311104,39.059811,713,Colorado,US,2020/09/05 09:28:32+00,39.059811,-105.311104,58267,0,1955,56312,,08,"Colorado, US"
-74.521011,40.298904,714,New Jersey,US,2020/09/05 09:28:32+00,40.298904,-74.521011,193422,0,15978,177444,,34,"New Jersey, US"
144.7937,13.4443,715,Guam,US,2020/09/05 09:28:32+00,13.4443,144.7937,1619,0,14,1605,,,"Guam, US"
-121.490494,47.400902,716,Washington,US,2020/09/05 09:28:32+00,47.400902,-121.490494,76335,0,1953,74382,,53,"Washington, US"
-74.948051,42.165726,717,New York,US,2020/09/05 09:28:32+00,42.165726,-74.948051,437971,0,32982,404989,,36,"New York, US"
-117.055374,38.313515,718,Nevada,US,2020/09/05 09:28:32+00,38.313515,-117.055374,70712,0,1375,69337,,32,"Nevada, US"
145.6739,15.0979,719,Northern Mariana Islands,US,2020/09/05 09:28:32+00,15.0979,145.6739,58,0,2,56,,,"Northern Mariana Islands, US"
139.638,35.4437,720,Diamond Princess,US,2020/08/04 02:27:56+00,35.4437,139.638,49,0,0,49,,,"Diamond Princess, US"
-76.802101,39.063946,721,Maryland,US,2020/09/05 09:28:32+00,39.063946,-76.802101,110831,0,3789,107042,,24,"Maryland, US"
-114.478828,44.240459,722,Idaho,US,2020/09/05 09:28:32+00,44.240459,-114.478828,33193,0,382,32811,,16,"Idaho, US"
-107.30249,42.755966,723,Wyoming,US,2020/09/05 09:28:32+00,42.755966,-107.30249,3990,0,42,3948,,56,"Wyoming, US"
-111.431221,33.729759,724,Arizona,US,2020/09/05 09:28:32+00,33.729759,-111.431221,204681,0,5171,199510,,04,"Arizona, US"
-93.210526,42.011539,725,Iowa,US,2020/09/05 09:28:32+00,42.011539,-93.210526,68783,0,1158,67598,,19,"Iowa, US"
-84.536095,43.326618,726,Michigan,US,2020/09/05 09:28:32+00,43.326618,-84.536095,116295,0,6798,109497,,26,"Michigan, US"
-111.862434,40.150032,727,Utah,US,2020/09/05 09:28:32+00,40.150032,-111.862434,53839,0,419,53420,,49,"Utah, US"
-78.169968,37.769337,728,Virginia,US,2020/09/05 09:28:32+00,37.769337,-78.169968,124738,0,2662,122076,,51,"Virginia, US"
-122.070938,44.572021,729,Oregon,US,2020/09/05 09:28:32+00,44.572021,-122.070938,27601,0,475,27126,,41,"Oregon, US"
-110.454353,46.921925,730,Montana,US,2020/09/05 09:28:32+00,46.921925,-110.454353,8019,0,114,7905,,30,"Montana, US"
-71.563896,43.452492,731,New Hampshire,US,2020/09/05 09:28:32+00,43.452492,-71.563896,7368,0,432,6936,,33,"New Hampshire, US"
-71.530106,42.230171,732,Massachusetts,US,2020/09/05 09:28:32+00,42.230171,-71.530106,121758,0,9100,112658,,25,"Massachusetts, US"
-80.945007,33.856892,733,South Carolina,US,2020/09/05 09:28:32+00,33.856892,-80.945007,123325,0,2846,120479,,45,"South Carolina, US"
-72.710686,44.045876,734,Vermont,US,2020/09/05 09:28:32+00,44.045876,-72.710686,1642,0,58,1584,,50,"Vermont, US"
-81.686783,27.766279,735,Florida,US,2020/09/05 09:28:32+00,27.766279,-81.686783,640211,0,11750,628461,,12,"Florida, US"
-157.498337,21.094318,736,Hawaii,US,2020/09/05 09:28:32+00,21.094318,-157.498337,9473,0,81,9392,,15,"Hawaii, US"
-84.670067,37.66814,737,Kentucky,US,2020/09/05 09:28:32+00,37.66814,-84.670067,51677,0,987,50690,,21,"Kentucky, US"
-71.51178,41.680893,738,Rhode Island,US,2020/09/05 09:28:32+00,41.680893,-71.51178,22243,0,1055,21188,,44,"Rhode Island, US"
-98.268082,41.12537,739,Nebraska,US,2020/09/05 09:28:32+00,41.12537,-98.268082,35661,0,404,35257,,31,"Nebraska, US"
-82.764915,40.388783,740,Ohio,US,2020/09/05 09:28:32+00,40.388783,-82.764915,128444,0,4248,124196,,39,"Ohio, US"
-86.9023,32.3182,741,Alabama,US,2020/09/05 09:28:32+00,32.3182,-86.9023,130393,0,2266,128127,,01,"Alabama, US"
-79.806419,35.630066,742,North Carolina,US,2020/09/05 09:28:32+00,35.630066,-79.806419,174253,0,2839,171414,,37,"North Carolina, US"
-77.026817,38.897438,743,District of Columbia,US,2020/09/05 09:28:32+00,38.897438,-77.026817,14186,0,611,13575,,11,"District of Columbia, US"
-69.381927,44.693947,744,Maine,US,2020/09/05 09:28:32+00,44.693947,-69.381927,4633,0,134,4499,,23,"Maine, US"
